IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",173,83,83,"83",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.20082744
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",174,84,84,"84",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.21757156
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",103,85,85,"85",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.23582505
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",175,86,86,"86",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.25575751
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",176,87,87,"87",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.27750644
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",177,88,88,"88",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.30111559
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",178,89,89,"89",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.32659086
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",104,90,90,"90",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.35389995
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",180,91,91,"91",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.38296289
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",181,92,92,"92",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.41343164
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",182,93,93,"93",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.44431928
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",183,94,94,"94",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.47428277
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",105,95,95,"95",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.50105577
80,"Age specific mortality rate m(x,n) - complete","Age-specific mortality rates by single age and by sex","World Population Prospects",2022,"United Nations Population Division",356,"India","IN","IND",1,"1950",4,"Median",1,"Male",184,96,96,"96",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.53086402
